4,0.0007405,{seq: "SMRT-Bell", range: "[10-33]", dir: "f"},{seq: "Payload", range: "[2183-2193]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[10-41]", dir: "f"},{seq: "Payload", range: "[2182-2195]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[11-43]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[12-43]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[15-41]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[15-41]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[15-41]", dir: "f"},{seq: "Payload", range: "[2796-2806]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[15-41]", dir: "f"},{seq: "SMRT-Bell", range: "[1-20]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[22-43]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[23-43]", dir: "f"},{seq: "Payload", range: "[2182-2194]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[27-43]", dir: "f"},{seq: "SMRT-Bell", range: "[19-33]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[27-43]", dir: "f"},{seq: "SMRT-Bell", range: "[5-33]", dir: "f"},{seq: "Payload", range: "[2796-2806]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[29-43]", dir: "f"},{seq: "SMRT-Bell", range: "[1-22]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-22]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-25]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-25]", dir: "f"},{seq: "Payload", range: "[2796-2806]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-31]", dir: "f"},{seq: "Payload", range: "[2182-2194]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-33]", dir: "f"},{seq: "Payload", range: "[2796-2806]", dir: "f"},{seq: "Payload", range: "[2182-2194]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-34]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-41]", dir: "f"},{seq: "Payload", range: "[2796-2806]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-43]", dir: "f"},{seq: "Payload", range: "[2183-2194]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[3-43]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[5-23]", dir: "t"},{seq: "SMRT-Bell", range: "[10-43]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[5-25]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[6-19]", dir: "t"},{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[10-43]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[9-23]", dir: "t"},{seq: "SMRT-Bell", range: "[9-43]", dir: "f"}
3,0.0005553,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[1-31]", dir: "f"}
3,0.0005553,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[1-32]", dir: "f"}
3,0.0005553,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[1-33]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
3,0.0005553,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[17-43]", dir: "f"}
3,0.0005553,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[3-43]", dir: "f"}
3,0.0005553,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[5-33]", dir: "f"}
